,title,content,date,variant,images,verified,author,rating,product,url
547,Good for crafts,Got this for a “wood burning” project. Did what it was supposed to.,07 Jan 2021,Size: 2.25 Pound (Pack of 1),,Yes,Christine Suzukawa,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
548,Good product.,"Good product for the money, and larger size lasts a lot longer.",18 Aug 2021,Size: 2.25 Pound (Pack of 1),,Yes,Amazon Customer,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
549,I ordered two and only received one,What do I dislike about this product this product this time only sent me one of two how old it on the October 18 and only one came in the box,25 Oct 2021,Size: Pack of 2,,Yes,Lisa Jones,1.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
550,Works great,"Great product, mixes easily with no taste",17 May 2021,Size: 2.25 Pound (Pack of 1),,Yes,Laurie,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
551,does its job - to  a point,"thickens liquids fine, but can't really get to pudding thickness",12 Oct 2020,Size: 2.25 Pound (Pack of 1),,Yes,William Jones,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
552,Thickens just enough,"Solid container, adequate dipping spoon & sufficient material to last a few weeks.",26 Jul 2020,Size: 2.25 Pound (Pack of 1),,Yes,trainman,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
553,Perfect for thickening drinks/liquids for a person who may choke.,Perfect for our needs. Does take awhile to thicken.,22 Nov 2020,Size: 2.25 Pound (Pack of 1),,Yes,Valerie S.,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
554,This product works,I love these pills. If I go a day or two without taking them my foot pain gets much worse.,20 Nov 2020,Size: 2.25 Pound (Pack of 1),,Yes,Mark W. Peebles,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
555,Wish it has flavor,My dad needs this but we wish it has flavor,22 Sep 2021,Size: Pack of 2,,Yes,arlene naeyaert,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
556,very important item,excellent product,22 Nov 2021,Size: 2.25 Pound (Pack of 1),,Yes,jack s crim,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6
557,Thickens,"Does not mix easily, very corn starchy taste",24 Dec 2021,Size: 2.25 Pound (Pack of 1),,Yes,steve moseley,3.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
558,Great for medical needs,"My husband needs all his liquids thickened due to medical reasons. The powder is a little gritty compared to a gel thickener, but it gets the job done and you can beat the price.",23 Nov 2020,Size: 2.25 Pound (Pack of 1),,Yes,Jessica K.,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
559,Love this product!,Worked great for my son’s feeding when he needed to eat thickened or drink thickened.,04 Jan 2022,Size: 2.25 Pound (Pack of 1),,Yes,Keren S.,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
560,"Great product, good value",Works great to assist in swallowing thin liquids.,09 Jun 2021,Size: 2.25 Pound (Pack of 1),,Yes,brownj93,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
561,It was delivered in great condition,I have nothing to complain about. The product came in great condition. There was no scratches on the product. The thickener taste just like the ones we buy in the stores and it is CHEAPER. Thank you and keep on doing a great job!,05 Nov 2020,Size: 2.25 Pound (Pack of 1),,Yes,Crapzxdgaming,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
562,works well.,got for my friend who is having difficulty swallowing due to alzheimer's and it has helped immensely.,15 Aug 2019,Size: 2.25 Pound (Pack of 1),,Yes,catsup,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
563,Thick!,"I don’t like water or those gross non thick drinks. I like my drinks thick, like I like my men",27 Jul 2021,Size: 2.25 Pound (Pack of 1),,Yes,Me,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
564,Thick-it,"Needed this for my meals and snacks, During my chemo treatments",23 Mar 2021,Size: 2.25 Pound (Pack of 1),,Yes,Cecilia M Fanfarillo,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
565,Easy to use,Thicken my mothers liquids post stroke,21 Dec 2021,Size: Pack of 2,,Yes,L. wollman,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
566,Easy to mix and use,The cost is very good. And it's very easy to use.,21 Dec 2021,Size: 2.25 Pound (Pack of 1),,Yes,Bob,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5
567,Takes a lot of piwder to reach desired consistency,Does what its suppose to but u have to use so much of it to get your desired thicknees so product doesn't last very long so not great value for price. Im gonna try the blue labeled jug its suppose to require less product to achieve same thickness.,08 Dec 2020,Size: 2.25 Pound (Pack of 1),,Yes,Elizabeth king,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
568,Perfect. Max wait  3 min s and drink,The best to tickens  the liquids if a person that cannot swallow ..,18 Mar 2021,Size: 2.25 Pound (Pack of 1),,Yes,mima,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
569,Poor product,Not able to thicken drinks properly. Bad taste as well.,09 Aug 2021,Size: 2.25 Pound (Pack of 1),,Yes,Amazon Customer,1.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
570,Quality of products,"Have to use to much product to thicken and takes to long to thicken, thickens quick in orange juice but not in milk and water. Wont purchase  again another product works better for us.",02 Mar 2021,Size: 2.25 Pound (Pack of 1),,Yes,Tina,2.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
571,Thickens like it is supposed to.,I needed to thicken the liquids for my husband who has trouble swallowing.  It works great.,25 Dec 2020,Size: 2.25 Pound (Pack of 1),,Yes,Betty O,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
572,Great price!,"Great price on Amazon! Tasteless, and easy to use!",30 Dec 2021,Size: 2.25 Pound (Pack of 1),,Yes,Jeno21m,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
573,Stopped Coughing,Worked well and tasteless and made my Dad stop coughing after drinking. Only thing is you can’t add to liquid really cold when mixed it doesn’t dissolve as well but I think that was in directions.,28 Jun 2019,Size: 2.25 Pound (Pack of 1),,Yes,Mary,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
574,Sons comfort,Helps my son who has dysphagia to swallow easier,20 Jul 2021,Size: 2.25 Pound (Pack of 1),,Yes,Kathy Michael,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
575,Great for dysphagia,Works great for dysphagia and general thinkening,24 Nov 2021,Size: 2.25 Pound (Pack of 1),,Yes,JB,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
576,Great for a laryngectomy,"Dissolves well, high quality product. Recommend!",19 Apr 2021,Size: 2.25 Pound (Pack of 1),,Yes,terandjen,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=4
577,Great product but didn't work for my needs.,This is a great value compared to other similar products. Easy to mix and use but does not stay mixed for very long.,31 Jul 2021,Size: 2.25 Pound (Pack of 1),,Yes,wildslydie,2.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
578,Not best product on the market,Very likely to glob up in bottom of glass. Clarity fair. Some taste perceived in R/O clean water. Much better options out there. Will not buy again.,27 Oct 2020,Size: 2.25 Pound (Pack of 1),,Yes,W Harryman,3.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
579,It definitely meets my need for the purpose for which I purchased it.,"Because of an epiglottis issue, I have been having to thicken all my liquids with a thickener. Thick-it definitely meets my needs.",30 Nov 2021,Size: 2.25 Pound (Pack of 1),,Yes,greg lurry,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
580,Thickens without changing taste,Excellent product for thickening beverages. I bought it for my father who had trouble with thin liquids. He stated it did not change the taste of his beverages.,22 Jan 2021,Size: 2.25 Pound (Pack of 1),,Yes,Safety First,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
581,No flavor to it & the consistency to mix with my drinks after surgery,This thickening mixture is a great value & it does the job of helping me swallow after surgery. I highly recommend this product,18 Jul 2021,Size: 2.25 Pound (Pack of 1),,Yes,Sharon Frankovich,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
582,Not CLEAR!,"If yo are looking for clear thickener, this is not it. Not clear at all. Looks like a cornstarch slurry. I am going back to the other one I use that comes out really clear.",29 Jan 2021,Size: 2.25 Pound (Pack of 1),https://images-na.ssl-images-amazon.com/images/I/81GsFv5yMaL._SY88.jpg,Yes,Chaty Katy,2.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
583,Great value,"We order this monthly for my daughter great value for the price works well to thicken her drinks, there's no taste to it.",03 Mar 2021,Size: Pack of 2,,Yes,kelli,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
584,Exactly as needed.,"This is just what the doctor ordered. I need to thicken liquids for my elderly mother before she can drink them so she doesn't choke on it. She doesn't seem to notice any flavor difference, even when added to water. Great product.",07 Mar 2020,Size: 2.25 Pound (Pack of 1),,Yes,Shopaholic,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
585,Good product!,My son is on a puréed diet and I use this to thicken his food to a pudding consistency.,09 Aug 2021,Size: 2.25 Pound (Pack of 1),,Yes,Vic369,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
586,Great product & excellent delivery,"This product is for my Mom, who has difficulty swallowing because of a Stroke. It's very effective as a thickener and doesn't alter the taste of the food/beverages.",08 Sep 2020,Size: 2.25 Pound (Pack of 1),,Yes,Amazon Customer,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=3
587,Seems to help.,"I started adding this to my two dogs’ drinking water.  It was mainly for the female, she suffers from CT and regularly regurgitates regular water.  Although it hasn’t completely stopped it has improved it greatly.  My only complaint is the drops stain my dark brown tile floor.  I need to contact the company to see what they recommend.",05 Nov 2021,Size: 2.25 Pound (Pack of 1),,Yes,Ninidebra,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
588,Works really well,It has zero flavor and that's exactly what it's meant to have so it doesn't alter the flavor of what your using it with.,02 Jul 2019,Size: 2.25 Pound (Pack of 1),,Yes,Darlene Barnes,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
589,Excellent thickener for my swallowing issues caused by Parkinson’s disease.,I use this product to thicken watery foods like oatmeal and yogurt. There is absolutely no flavor; no aftertaste. The thickened liquids make it less likely that I will aspirate. Aspiration pneumonia is a leading cause of death for people with Parkinson’s disease.,20 Dec 2021,Size: 2.25 Pound (Pack of 1),,Yes,D. Dickerson,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
590,Money hungry manufacturer by charging so much,"This company knows their product is literally the only one that doesn't flavor your food/drink, and they are taking advantage on the cost.  This is the best product, but should not cost so much.  If you have to thicken your food/drink, this is the one to buy.",18 Mar 2021,Size: 2.25 Pound (Pack of 1),,Yes,Bradley B.,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
591,Good value and quick delivery,"I get this for my dad who had a stroke that resulted in swallowing issues and it has been so nice not to have to run to the store every week for the smaller container.  He uses it for roughly four, (on the heavy side of) nectar thick 8-10oz drinks a day and it lasts for about a month.  It's priced fairly and has arrived quickly each of the six or seven times I have ordered it.  Like all thickeners, the one using it would rather not be and doesn't rave about the taste.  Even so, he drinks it without complaint.  This product has been nothing but helpful for us.",23 Oct 2021,Size: 2.25 Pound (Pack of 1),,Yes,Amy,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
592,Perfect for ALS patients,"My friend has Lou Gehrig's ,  before water strangled her. We use it for her coffee,  soups ,etc .  And it has no flavor.",03 Mar 2021,Size: 2.25 Pound (Pack of 1),,Yes,Nola Rosbach,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
593,Did get my second jug.,Love thick it… I thought I was buying two jugs for this outrageous price and I only received one of them. I have given at least a month for it to come in past the delivery date yet it still never came.,09 Jan 2022,Size: Pack of 2,,Yes,Bluegrass14,1.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
594,Terrific Product,I tried to make chocolate pudding from a mix with coconut milk but it wouldn't congeal. I tried cornstarch and other products but they didn't work very well. I just used Thick-It and it worked great. Hurray!,04 Apr 2021,Size: 2.25 Pound (Pack of 1),,Yes,Karen Ingram,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
595,Very useful,Used this when my son was an infant due to throwing up. He now uses it to not get choked. No taste & no color. Great for people who need it!!,27 Dec 2020,Size: 2.25 Pound (Pack of 1),,Yes,Vicki3835,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
596,Good Price for the Quantity,I didn't buy it for its' original purpose.  I needed it for a craft project.  But it worked well for what I needed it for.,19 May 2021,Size: 2.25 Pound (Pack of 1),,Yes,Dlmccain,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=2
597,Does not get thicker when standing for long periods of time like other powder thickeners.,"The more expensive gel thickeners do not keep thickening the liquids when sitting at bedside for extended periods of time... the powders generally do so I try to use powder for things that are drank or eaten immediately.  This does not and for the price it is fantastic.  No flavor, just thickens to a consistency needed.  Perfectly suited for hot and cold items.  GREAT find!  Thank you!",01 Jan 2021,Size: 2.25 Pound (Pack of 1),,Yes,Desiree,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
598,"Great beverage thickener for we folks on ""Nectar-Thick"" diets.","""Thickness"" may be misleading, you have complete control of how thick your beverages are with this thicker. It is virtually tasteless so doesn't alter the flavors of your foods/beverages. It tends to continue to thicken after sitting awhile so some experimenting may be prudent.  Be sure to dispose of all extra mixed beverages because it will definitely stop up your p-traps. How would I know that?",15 Jan 2021,Size: 2.25 Pound (Pack of 1),,Yes,donald gaynor,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
599,Did its job and thats what counts!,After my 42 year old husband suffered a stroke this was recommended by his doctors before being released.  He was having issues with swallowing regular liquids and they were nervous it would cause further issues. It worked wonders he is now moved off of it.  It is flavorless so we were able to add it to other liquids and drinks and he did not notice any change in flavor.  We had better luck shaking it up in a blender bottle or using our blender than just using a spoon.  He stated it made certain liquids seem like a slush.  He did not like it in milk but enjoyed juices better. It did the work and Amazon was able to have it to our house quickly when other stores would have to order it in.  I hope to never have to buy it again but if the need does arise I would buy again right away.,18 Dec 2020,Size: 2.25 Pound (Pack of 1),,Yes,Lisa T.,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
600,Anonymous,My wife has Alzhimers and cannot drink liquids like coffee without choking and risking the possibility of liquids passing into her esophagus causing pneumonia.. The addition to coffee prevents that possibility.,26 Feb 2021,Size: Pack of 2,,Yes,Frank Insero,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
601,"No lumps, no clumps, no taste…thankfully.","Nobody wants to have dysphasia, it’s a fact of life for me these days.  The product really is odorless and tasteless.  I found that adding liquid to the dry powder works best, dissolving the powder quickly and without any clumps.  I use it at nectar level, and it is helpful.",19 Jul 2021,Size: 2.25 Pound (Pack of 1),,Yes,R. Zunk,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
602,Great thickener at a great value,Great thickening product for those that can only have thickened liquids. Got this for my mom and she says it has no taste at all. Adds it to water juice milk soups and anything else that needs to be thickened for her.,24 Jan 2021,Size: 2.25 Pound (Pack of 1),,Yes,Leona Cardona,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
603,Thickens liquids for those with swallowing issues.,"I now have to thicken all of my liquids before drinking because I am in danger of aspirating them into my lungs. Thick-It is easy to use, dissolves if well stirred, and although I’m not crazy about the taste, it makes liquids safe for me to swallow.  It cleans up easily from a glass, even if you forgot about it a couple hours ago.  You can add some Koolaid and a little sugar for flavor if medically ok for you.",17 Aug 2019,Size: 2.25 Pound (Pack of 1),,Yes,Joyce A.,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
604,This made a huge difference,"My partner suddenly had difficulty swallowing liquids without choking, especially water. It got to the point where she was slowly licking ice cubes to get hydration. With this she has been able to drink water again, and over time has regained some level of normalcy. It seems that without the constant choking, her throat has started to heal whatever was off / learn what it is supposed to do.  There have been no issues with taste, it just makes the water a little think like it is supposed to!",15 May 2021,Size: 2.25 Pound (Pack of 1),,Yes,Jason R,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=1
