"title","content","date","variant","images","verified","author","rating","product","url"
"Great product","It does what it says it'll do.","19 Jul 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Penny B.","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=12"
"good quality","I enjoyed using this product,  it was clear and flavorless but a bit messy in the use of it.","13 Apr 2021","Size: Pack of 2","","Yes","magita","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=12"
"Great deal","The price is great.","22 Aug 2021","Size: Pack of 2","","Yes","Fred Causer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=12"
"Horrible aftertaste","Definitely made it thicker but a horrible aftertaste!","02 Apr 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Scott M Nelson","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=12"
"Only received one canister","Ordered the two count and only received one. Not sure who to contact. No information","15 Oct 2021","Size: Pack of 2","","Yes","Amazon Customer","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=12"
"Food tikener subscription will be canceled i don't want any more at this time thanks","I am canceling dis subscription on food tikener at this time don't need anymore right now thanks.","17 Mar 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Sharpy Malikabey","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=12"
"That I would get my product on time.","Everything about this product was acceptable.","02 Jun 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Chalky","Didn't mix well, very chalky.","11 Apr 2021","Size: 2.25 Pound (Pack of 1)","","Yes","loretta potz","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Missing 1 container","I was supposed to receive 2 containers of product but I only received 1 container. There was not 2 containers inside the box.","08 Dec 2021","Size: Pack of 2","","Yes","Leathia Davenport","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Thick-It Works","My husband has trouble swallowing liquids and tends to choke. His Dr. Recommended this product to help. It works well!","13 May 2019","Size: 2.25 Pound (Pack of 1)","","Yes","Martha D. Gutierrez","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Will buy again","A fine product that works well. My mother has used it for 2 1/2 years.","03 Nov 2017","Size: 2.25 Pound (Pack of 1)","","Yes","RockyCreekDale","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Not Easy to dissolve","Difficult to dissolve in fluid and sticks to side of glass","12 Oct 2019","Size: 2.25 Pound (Pack of 1)","","Yes","D. Scott","2.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"All good","All good","26 Apr 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Tara Prejean","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Exactly what I thought","Exactly what I expected.","25 Jun 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Thick It","We get this for FIl who is in assisted living.","18 Sep 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Joseph W.","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Worth it","It does what it's made to do. It's a lot for the price which is great.","26 Jun 2019","Size: 2.25 Pound (Pack of 1)","","Yes","breekioa","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Thickner","Daughter can’t even taste it I’m her drinks!!! Works great.","14 Nov 2019","Size: 2.25 Pound (Pack of 1)","","Yes","Candace","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Great for thickening my dog’s water to stop her from choking on thin liquids","Works great to thicken my dog’s water for tracheal collapse. I just add a little unsalted chicken broth for flavor since she won’t drink the thickened water plan.","02 Mar 2021","Size: 2.25 Pound (Pack of 1)","","Yes","T","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"good","good","02 Feb 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"exactly as described","I use this product for my mom who has Parkinsons and has trouble swallowing it's literally a lifesaver","25 Apr 2021","Size: 2.25 Pound (Pack of 1)","","Yes","tammy howard","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Great value","My sister uses this for me every day  !","05 Nov 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Kevin Thomas Hamel Jr.","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"For my little dog who chokes on plain water","When I use this product, my little dog can drink without choking.  Glad I found this!","15 Jul 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Melody Moss","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Viene muy mermado","Viene muy mermado y siento que no engruésalo bien","04 Dec 2020","Size: 2.25 Pound (Pack of 1)","","Yes","consuelo bolivar","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"bueno","Muy buen producto","05 Dec 2019","Size: 2.25 Pound (Pack of 1)","","Yes","Víctor p. viveros perez","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Works as expected","My daughter has dysphasia and need all her liquids thicken. I very much appreciate the ease in which this product quickly dissolves","24 Dec 2019","Size: 2.25 Pound (Pack of 1)","","Yes","Lisa","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"I purchase because they ate a large size. But they dont come full","They look a lot but they come haf of the pack","12 Jul 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Katy","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Value","My sick uncle","11 Oct 2021","Size: Pack of 2","","Yes","Pamela.j.Kelley","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Good product","My dad coughs on liquids, and this works great to avoid the coughing.","05 Sep 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Barbra Stattman","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"As described","Easy to use, no additional flavor used to help with puree and mechanical soft diet for my mom.","29 Jan 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Quality product and will buy it again","Used the product for my father and it worked! He is no longer choking while drinking liquid.","19 Jul 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Lady Wei","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Es por salud","Es lo recomendado por el médico","20 May 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Dalila","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Thick It Powder Clumpy","The powder is clumpy.  I prefer the liquid much better.","24 Apr 2021","Size: 2.25 Pound (Pack of 1)","","Yes","DONNA HACKETT","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Same as hospital quality","Great job thickened liquid. It is the same thing used for hospital patients.","15 Jun 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Cathy Husng","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"It is consistent and reasonable price.","Easy to use.","20 Jun 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Sally","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Not sealed properly","The inside seal was folded back so that the product was not sealed… :-( The powder is all over the bottle","03 Dec 2021","Size: 2.25 Pound (Pack of 1)","https://m.media-amazon.com/images/I/51pcf0ltXoL._SY88.jpg
https://m.media-amazon.com/images/I/51vOuUkzarL._SY88.jpg
https://m.media-amazon.com/images/I/71LPuEQqQyL._SY88.jpg","Yes","Helen","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Works well for people with swallowing issues","We used ThickIt for my father who was bedridden and could no longer swallow liquids without choking.  Product worked well.","15 Jul 2019","Size: 2.25 Pound (Pack of 1)","","Yes","Anna","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Great product for person with dysphagia","My husband actually likes it! Great product for person with dysphagia.","03 Apr 2018","Size: 2.25 Pound (Pack of 1)","","Yes","Dale Allison","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Great fir those with swallowing problems.","Bought this for my dad for his difficulty with swallowing. Very easy to use, flavor doesn't change the taste of the beverage or food put into, and when bought like I did very reasonably priced.","05 Dec 2021","Size: Pack of 2","","Yes","TIM HAYES","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Thick-it","Good product and works well","22 Aug 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Jane Gurbacki","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Good product","Great product and works great for what I need it for!","05 Apr 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Katie Gonzalez","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Flavorless, stirs in easily, love the big container.","Thickit stirs in easily, has no flavor, and helps me drink without coughing.","12 Nov 2019","Size: 2.25 Pound (Pack of 1)","","Yes","CDM","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"As descibed","It works well thickening beverages.","13 Apr 2021","Size: Pack of 2","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"HUGE LIFETIME SUPPLY","Well, if you need a long-term lifetime supply, this is it.","05 Jan 2020","Size: 2.25 Pound (Pack of 1)","","Yes","TayBay","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Can't use it.","I cant complete this because, almost to the day it was received, my wife passed away and we were never able to use it. We are donating the unopened product to charity. Thank you.","07 Aug 2020","Size: 2.25 Pound (Pack of 1)","","Yes","H","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"It Is what it says Its Is...","It Is what it says Its Is...","03 Sep 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Stephanie","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Arrived damaged.","Item arrived damaged but the item is marked as unable to return.","24 Nov 2019","Size: 2.25 Pound (Pack of 1)","https://images-na.ssl-images-amazon.com/images/I/81Q96rGJcUL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81hHrMvMd9L._SY88.jpg","Yes","Kaiann Perez","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Really helpful","Really helped my wife, who was having swallowing issues.","13 Jun 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Charles H Jaekle","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Will last awhile.","Does what it's supposed too. However, my son does not like the ""taste"" of it when there is supposed to be no flavor. Bigger container than I thought.","04 Apr 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Amanda E","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Does not dissolve easily","Bought this for my 90 year old parents.  My mother stated it took a long time to dissolve and discolors/clouds liquids.","16 Oct 2019","Size: 2.25 Pound (Pack of 1)","","Yes","Amazon Customer","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Patient safety","I highly recommend this product for anyone who has difficulty in swallowing thin liquids.","01 Jun 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Rising waters","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Fast Service","I ordered Thick It for a guest who was afraid they would run out while staying with me.  The Thick It arrived on time to save the day!","18 Sep 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Linda L. Polzin","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"does exactly what it says","what can i say it works","01 Oct 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Grendaly","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"works","nothing,it works","04 Feb 2021","Size: 2.25 Pound (Pack of 1)","","Yes","dave bighouse","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"I used this for crafting as an aide to burning a design on wood","I purchased this item for crafting and it worked just as it was supposed to. I’m sure it’ll work great in food too😊","13 Dec 2020","Size: 2.25 Pound (Pack of 1)","","Yes","C Long","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Thickener perfect","The food thickener was used for craft projects it works perfectly.","24 Jan 2021","Size: 2.25 Pound (Pack of 1)","","Yes","C Flows","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Too grainy","Powder is graney. No flavor and found competition pump liquid better to use","05 Feb 2020","Size: 2.25 Pound (Pack of 1)","","Yes","robert frost","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Good for crafts","Got this for a “wood burning” project. Did what it was supposed to.","07 Jan 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Christine Suzukawa","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"Good product.","Good product for the money, and larger size lasts a lot longer.","18 Aug 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"I ordered two and only received one","What do I dislike about this product this product this time only sent me one of two how old it on the October 18 and only one came in the box","25 Oct 2021","Size: Pack of 2","","Yes","Lisa Jones","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"Works great","Great product, mixes easily with no taste","17 May 2021","Size: 2.25 Pound (Pack of 1)","","Yes","Laurie","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"does its job - to  a point","thickens liquids fine, but can't really get to pudding thickness","12 Oct 2020","Size: 2.25 Pound (Pack of 1)","","Yes","William Jones","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"Thickens just enough","Solid container, adequate dipping spoon & sufficient material to last a few weeks.","26 Jul 2020","Size: 2.25 Pound (Pack of 1)","","Yes","trainman","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"Perfect for thickening drinks/liquids for a person who may choke.","Perfect for our needs. Does take awhile to thicken.","22 Nov 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Valerie S.","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"This product works","I love these pills. If I go a day or two without taking them my foot pain gets much worse.","20 Nov 2020","Size: 2.25 Pound (Pack of 1)","","Yes","Mark W. Peebles","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"Wish it has flavor","My dad needs this but we wish it has flavor","22 Sep 2021","Size: Pack of 2","","Yes","arlene naeyaert","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"very important item","excellent product","22 Nov 2021","Size: 2.25 Pound (Pack of 1)","","Yes","jack s crim","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=6"
"Thickens","Does not mix easily, very corn starchy taste","24 Dec 2021","Size: 2.25 Pound (Pack of 1)","","Yes","steve moseley","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-Instant-Beverage-Thickener-Original/product-reviews/B00FBP39PC/ref=cm_cr_getr_d_paging_btm_prev_1?ie=UTF8&reviewerType=all_reviews&pageNumber=5"
