,stars,title,body,date
399,5,no_title,"Thick-it is an excellent product for those with swallowing (or potential or intermittent) difficulties.  I actually bought two of these as a gift for someone whose insurance would no longer cover it.  The addition of Thick-it allows the individual to drink water, juices, and any other preferred liquids with so much less of a fear of coughing, choking, aspirating due to malfunction of the normal swallowing mechanism.The product was shipped promptly and arrived sooner than expected.The family of this person has tried other similar products, but Thick-it is preferred by the patient.","Reviewed in the United States on June 5, 2014"
400,4,no_title,"This thickens my husbands water so he can drink with less swallowing issues and coughing. We do notice a difference if I forget to add it. Also, I thought it would add some flavor, but if anything, the water seems fresher with no apparent difference.","Reviewed in the United States on October 24, 2015"
401,5,no_title,"We were very happy with this product during the past (2) years.  In addition,  this supplier has been very supportive throughout the time we needed the product.","Reviewed in the United States on October 19, 2018"
402,3,no_title,"I got this for my dog, she has Megaesophogus and when she drinks water she throws up.  Thickening the water was recommended, so as a recommendation from a friend, I tried it.  It was not clear and my dog would not drink the water.  She was very skeptical after that to drink even plain water for a while.","Reviewed in the United States on September 20, 2021"
403,5,no_title,My husband never complained about taste.  I tasted some of the food he was eating and it tasted just like what I was eating.,"Reviewed in the United States on March 18, 2017"
404,5,no_title,I use this to thicken pureed food and liquids for my elderly mother. It dissolves best in room temperature items. I would recommend.,"Reviewed in the United States on August 19, 2021"
405,5,no_title,"Been using this for a year now, my toddler needs it in her drink. She doesn’t mind the taste works fineShe no long Cough and choking no more throwing up when sleeping!!!!Better quality of life for her. She was behind on her growth due to not being able to or too scared to eat and drink due to the Choking.","Reviewed in the United States on March 15, 2020"
406,1,no_title,My 19-month old got diarrhea after eating this. We stopped taking this for a few days and finally she is back to normal. We suspect it is the cornstarch because we ordered another thickening product without cornstarch and she didn’t have diarrhea.,"Reviewed in the United States on May 26, 2021"
407,5,no_title,"My 92 year old mother uses it in her coffee and says she can't taste it.  She did use it in all her drinks for a while, but now for convenience she uses a cup that limits her sips to 5 ml for all non-hot drinks, and only uses this in her coffee now.","Reviewed in the United States on May 20, 2021"
408,4,no_title,"I’m giving this a four star because it got to me and good timing and in decent condition. The actual jar it’s self was extremely dirty. Aside from that as far as an actual product review, this stuff made my son sick to his stomach so I don’t I can’t give it a high rating but I know that doesn’t happen with many children just with sensitive ones and unfortunately many children who need this stuff are also very sensitive.","Reviewed in the United States on March 22, 2018"
409,4,no_title,"My husband had choking problems when drinking fluids, so I had to thicken.all thin liquids. Its very easy to use, as they more you use the thicker the liquid. The balue was much less then the pharmacy and lasts a long time.","Reviewed in the United States on November 30, 2019"
410,5,no_title,Thick-It does not have a flavor so that is why I did not rate it. My father had a TIA and has trouble with swallowing. Thick-It works well in whatever liquid he drinks such as water or juice. One has to experiment a little to get the right thickness and every individual is different in how thick they need their liquid.,"Reviewed in the United States on March 11, 2020"
411,5,no_title,"Good product, it does what it's supposed to do. It increases the viscosity of the liquid. (i.e. it thickens it.) You can add a little or a lot to make it thicken to your personal preference. The product has no taste, so it doesn't change the flavor of the liquid. It just makes it thicker.The price is the best I could find and it was shipped right away. Not much else that can be said. I've bought from this supplier twice and will continue to buy from them.","Reviewed in the United States on April 2, 2014"
412,5,no_title,Product works well and as described. I use it for my son who has chronic aspiration pneumonia and is a quadriplegic. I am a RN who has been the Director of Nursing Services at multiple facilities. Based upon my experiences I would recommend this product for those with dysphasia. Different drinks or food require different amounts to thicken. I suggest adding the product and allowing the drink or food to sit for a few minutes before feeding.,"Reviewed in the United States on February 16, 2021"
413,1,no_title,"This doesn't work at all.  We previously had Thicken UP by Nestles that really works well and was what the hospital used.  This Thick-it didn't work at all.  Used two times more than Thicken-up and it still isn't thick.  On another side what thickness you initially get, dissipates quickly.  Sure can't make a picture to keep in the fridge.  BUT you can with Thicken Up.  Now have 36 oz of stuff that doesn't work and I can't return it.","Reviewed in the United States on March 15, 2018"
414,1,no_title,"Garbage. Most definitely does NOT dissolve in liquids, and with use for a geriatric patient the product separates and collects like sludge in the bottom of drink container. Shaking or vigorous stirring swirls powder sludge back into liquid where it again immediately begins to separate.","Reviewed in the United States on June 2, 2019"
415,5,no_title,"My wife, with advanced Alzheimer’s accepted it immediately. She has progressed from nectar thickness to pudding. I mix 5 tsp with 4 ounces of water or juice. Also use it to thicken protein smoothies. To me, It’s almost tasteless in water or juice. I thought the more concentrated Thicken Up gum based product would be more convenient, but it was more tedious to get the right amount. My wife accepted both products equally. I’ll be sticking with Thick-It.","Reviewed in the United States on May 13, 2017"
416,5,no_title,This product is a food thickener primarily used for the elderly who have a problem swallowing fluids.  My dad has a problem when he drinks fluids it enters into his lungs so the doctor recommended I add the thickener  to all of his fluids.  I don't know if it really helps because he still have fluid build up in his lungs which causes him to have a cough.,"Reviewed in the United States on October 14, 2016"
417,5,no_title,"I cannot swallow water because it's too thin, so I thicken it with Thick-It.  After I'm healed, I'm sure I can use it in soups and stews.  I add it to lobster bisque, tomato soup, V8, buttermilk, and a  delicious little concoction of 2-4 oz, cups of Jell-o blended with 6 oz. of half and half.  It's like an orange creamsicle, or a cherry creamsicle.","Reviewed in the United States on September 1, 2020"
418,5,no_title,"Because I aspirate water and other liquids, I need to use a product like this so that I can drink liquids. I was hospitalized 4 times in 6 months with pneumonia because of the aspiration of liquids. Since I have used this product for the last 5 months. When I was told about my problem, I thought life wouldn't be worth living without water. I found when i flavored my water with Crystal lite products, I could live quite well with the thickened liquids.","Reviewed in the United States on November 6, 2019"
419,4,no_title,"I bought this to use with alcohol so I could thicken it up and use it as germ x but you can't get it to dissolve in alcohol unless you dissolve the thick it in water first and even then once you mix the alcohol in it, it makes it super sticky if you run it on your hands. I can't give it a bad review for that though cause its not its intended use lol. I guess for what its supposed to be used for it works great lol.","Reviewed in the United States on June 4, 2020"
420,5,no_title,Awesome stuff. Helps thicken up liquids and foods to the consistency my little guy can safely swallow. We put in anything hot or cold. Downside is only make portions that you need as this product can not be stored after mixed with fluids or food BUT that in no way takes away from useful this product is for people with swallowing issues,"Reviewed in the United States on June 11, 2018"
421,5,no_title,Works so much better than a previous product I was using. It was recommended by the speech therapist for my husband. It doesn't clog as easily as other brands I have used. Better price as well.,"Reviewed in the United States on September 4, 2017"
422,5,no_title,"I was so pleased to find Thick-It at a very reasonable price. The last container I bought was small and cost over $40.00. I first learned of the product when my husband was in the hospital. It has so many uses. when I make coleslaw I use Thick-It to dry up the ""juice"" in the slaw to put it on Carolina hamburgers, hotdogs, bar-b-que, and fish sandwiches. No soggy bread. Great way to thicken fruit desserts without cooking. My toddler grandson loves to eat his thickened juices. And there are so many uses for Thick-It and with a cheaper price I am sure I'll find many more uses.","Reviewed in the United States on February 19, 2015"
423,1,no_title,"We were using SimplyThick for 2+ years, and this time thought to give this one a try, but contrary to good reviews, this product is not good at all, as it doesn't mix well. We tried it multiple times with simple plain water but even after stirring for 2+ minutes, you can clearly see the crystals not mixing with water.Worst part is that they do not allow you return the product and it is very clear, why not.","Reviewed in the United States on August 27, 2021"
424,5,no_title,"This does not add flavor but just thickness.  I use this to add to water, juice, yogurt or anything to make thicker.  With it being a powder you can add as much or as little as needed.  I use it for my husband who has dysphagia and I make it a nectar consistency.","Reviewed in the United States on August 25, 2020"
425,5,no_title,"I have used Thick it for several years now. Husband has upper dysphagia (a swallow disorder) Upper Dysphagia has no cure, but you can help by using this. It will help lessen events of Aspiration Pneumonia. Dysphagia can be caused by things such as stroke, Cancer of the throat and even repeat pneumonia episodes mainly in the elderly. This product can also be used with infants and small children,  however,  NEVER give a baby or small child any new changes to his diet without a Dr's order.Thick it is tasteless. Remember that it takes an adjustment period to any patient going to a  regular liquid to a thicker consistency, so keep practicing in how much you use. A little hint: Start out a bit thicker than needed. The patient will say they aren't drinking that! Then make another small amount with a little less thickness. Make sure a cold drink is really COLD! I add ice to the drink BEFORE the thick it,  stir the ice till it's mostly melted,  then scoop out the remaining ice cube ( you DON'T want them to choke!) NOW add thick it! What a person with swallowing issues desires is a refreshing cold going down the throat. I really give it a fast hard stir till powder is well dissolved. You may add a touch of lemon to water,  a little real (or artificial if diabetic) sugar to make it a little more flavorful. My husband loves ice tea. I use the above method of making it. He has to have very close to pudding thick and uses a spoon to ""eat"" it. Swallow issues state using NO straws or sports bottles. Be sure the patient can be positioned @ 30 degree angle ( NO LAYING FLAT!!) The patient can aspirate anything if they are laying down. Just practice using patient's face drinks till you get good results in thickness needed.  Thicken applesauce, soup broth, ect. I think the 2 most difficult things to thicken are milk and coffee. A person with dysphagia will have a limited diet change. Cold cereal, things like Cole slaw,  salad ( basic foods that can choke must be avoided! Have your Dr order speech therapy. Medicare will pay for 100% for IN HOME care. Use that insurance FIRST ! Many visits to the home are allowed before they stop paying! Easier on the patient to learn swallow excercises in comfort of home.  Home health is there to also help show you tips, train you and make you confident in what you're doing. By time home health care is done,  patient will understand why the excercises, ect are so important & you (Caregiver) will be able to handle this health issue like a pro. Patience & common sense are the key!","Reviewed in the United States on September 18, 2019"
426,4,no_title,"This is currently and has been for a long time the product of choice.  On line it’s priced competitively or slightly lower priced than some of it’s competitors.  I am able to purchase this for a couple dollars less per container locally but I like the convenience of ordering on line and having it delivered.  Locally I have to make a special trip to a particular pharmacy to purchase it. Once I place a reorder on line through Amazon, I don’t have to remember to go and buy it, it just arrives.So far the product itself is the best and most economical I’ve found.  It takes a while to thicken and seems to sometimes take longer than other times to thicken.  Most liquids, such as coffee and milk that I know I will use a consistent amount of in the next day or two, I mix up in bottles of 46-64 ozs the night before and keep in the fridge and it saves on the frustration of waiting and watching each serving to thicken. It works well in hot or cold. Seems to work exceptionally well to thicken soup bases. I will ladle a half amount of broth into soup cup or bowl and add thickener, it thickens quite fast, then I’ll add the noodles, veggies, and meat of what ever soup I’m thickening and it’s the perfect consistency every time.However, it still seems that a large amount of thickening powder is needed for everything I thicken but I have not found a better or more economical substitute so far so I continue to reorder this product.","Reviewed in the United States on January 4, 2020"
427,5,no_title,I order Thick-It about every 2 weeks. I am required to thicken my husband's liquids before he can drink them because of aspiration.  Thick-It is odorless and tasteless and he can enjoy any drink I prepare with it.,"Reviewed in the United States on August 25, 2017"
428,5,no_title,"No complaints here. I bought this to thicken liquids for my dog with megaesophagus. It works as it should, thickens quickly, and comes in a big 36-oz container that lasts a long time. It is also a great price for that amount of product you get.","Reviewed in the United States on May 20, 2018"
429,5,no_title,"We use this to thicken drinks for a bedridden paraplegic person with swallowing issues. This thickener works great. You can use as much or as little as needed to make the perfect consistency for the person. Mixes up well, and only takes about 30 seconds to thicken the drink. We've used it with non-carbobated drinks and carbonated drinks. If you are using in a carbonated drink, you need much less of the thickener than usual. It will make a ""slushie"" type of drink out of the soda, which our person really enjoys!","Reviewed in the United States on August 15, 2018"
430,5,no_title,"This product thickens food and liquid so that people who have problem swallowing (i.e. aspiration pneumonia) can safely digest their meals.My elderly father suffered from this condition and end up in the hospital.  His speech therapist recommended this product.  Every meal my father had was mixed with this powder into honey consistency, including his drinking water.I ordered two of these large 36oz containers in anticipation of my father coming home.  Each container has clear instruction on the side of the box and a measuring spoon inside.  Unfortunately my father passed away before he could come home.  I was able to return my order without any problems.  My seller was Homeline Medical Inc.  I appreciate their quick customer service and hassle-free return.  I highly recommend this seller for their great price, fast delivery, and, of course, their great customer service!Note - signs of aspiration pneumonia are coughing and wheezing, followed by fever.  People who suffer from this condition have food/liquid going into their lungs instead of the esophagus.  This can lead to bacterial infection in the lungs (as was the case for my father). You need to get medical attention ASAP because the patient requires antibiotic and oxygen in their system.","Reviewed in the United States on October 9, 2015"
431,5,no_title,"If you take the time to work with Thick-It and start with the recommended amounts you will find it to be the answer to your eating and drinking problems.  I use it in drinks, smoothies, cream of cereals and soups.  It has increased the amount of things I can feed my love one.","Reviewed in the United States on July 11, 2018"
432,5,no_title,I use this to thicken my mother's food and beverages as she has difficulty with swallowing. I've used two products and find myself going back to this one because of the cost. The container is large and the price is reasonable. Finding the right amount of thickener is a learning curve but works great!,"Reviewed in the United States on January 29, 2017"
433,1,no_title,I left a positive review in the fast 5 🌟 stars but that's changed PLS READthis stuff WAS a miracle worker for my 92 year old grandma who would chock on all her liquids.. I ALWAYS used 3 scoops of this thickener for 16oz of water and that would become the perfect thick water for my Nana to drink... fast-forward 1 months after my first review and every month after I have received 1 container of thickener per month and this stuff has changed.. soon after my first order I suddenly needed 6 scoops to make16 oz water as thick as it used to get with 3 scoops.. I'm 100 perfect positive THEY'VE changed their thickener to where I would have to now purchase 2 containers a month which is not OK  therefore I will start purchasing another brand... they lost a customer,"Reviewed in the United States on October 15, 2020"
434,4,no_title,"I keep a really large water bottle with me to encourage myself to drink more water. I can ad enough of this product t get the consistency I need, but it s hard to do because they only give amounts for 4oz.  My bottle is 85oz+ so you can imagine. Otherwise, the flavor is not particularly noticeable. In plain water its a little off, and it makes it opaque. Other drinks its pretty undetectable. But you also cant leave it sitting in anything as it will separate.","Reviewed in the United States on June 20, 2020"
435,2,no_title,You cannot wash any leftovers down the drain,"Reviewed in the United States on July 21, 2019"
436,2,no_title,I usually purchase the smaller one from Amazon but I have to tell you it seems like there's a limit I use it in my protein drinks to fill me up better by making it thicker therefore it seems to last in my tummy longer before digest it back into water and I'm hungry. But it seems like the more I add the more watery the liquid becomes. And it does not make it thick like pudding I don't understand if I wanted to make it thick like for me why doesn't it make it thick? That's what it's supposed to do so I don't feel like it works as well as they say it does... I've used it twice now and I'm already thinking about finding something else or mixing a little water with actual cornstarch to thicken it.,"Reviewed in the United States on June 30, 2021"
437,5,no_title,"We recently had to start a loved one on a mechanical diet, this recommended for the liquids. I ordered a different 1 from amazon and when they we’re coming home sooner than planned I grabbed this as a tide over from the store. We immediately had reservations because of the price, I can tell ya this has no flavor, no odd texture, nothing! It’s super easy to use! When we put this in water we can achieve nectar consistency and it remains that way, no surprise I’m jelly in 5 min! We have now experienced 4 different brands, I didn’t think 1 product could differ so but it truly is  different brand to brand. For us this is the product that will save out loved 1 and allow us to properly keep them nourished","Reviewed in the United States on December 3, 2019"
438,5,no_title,Got 2 for the price of 1! Sweet deal!,"Reviewed in the United States on March 25, 2021"
439,1,no_title,Worst brand. Never mixed properly. No matter what I try it's always chunky or mixed wrong. Other brands are better.,"Reviewed in the United States on October 28, 2019"
440,5,no_title,If you have a need for this product it is just like what they use in medical facilities. Easy to use and tasteless,"Reviewed in the United States on October 7, 2019"
441,5,no_title,👍🏼👍🏼,"Reviewed in the United States on April 10, 2021"
442,5,no_title,Muy buen producto. Recomendable,"Reviewed in the United States on June 20, 2021"
443,5,no_title,Good 👍,"Reviewed in the United States on August 3, 2020"
444,5,no_title,Value for money,"Reviewed in the United States on June 26, 2021"
445,5,no_title,Works really well with my son's feeding issues he aspirats liquid in lungs,"Reviewed in the United States on November 19, 2019"
446,5,no_title,Thankful for this product,"Reviewed in the United States on February 27, 2020"
447,5,no_title,to thicken liquids,"Reviewed in the United States on July 30, 2021"
448,4,no_title,I like it fine works great for my father in-law,"Reviewed in the United States on December 14, 2019"
449,5,no_title,Exact same product I was buying at the local drug stores.  Cost is 1/3!!,"Reviewed in the United States on October 14, 2019"
450,5,no_title,Have been using this for my Dad who suffered a stroke since 2007.,"Reviewed in the United States on April 13, 2015"
451,5,no_title,Mixes well,"Reviewed in the United States on May 13, 2020"
452,5,no_title,Good value and free delivery,"Reviewed in the United States on November 9, 2019"
453,4,no_title,Wish that it would come it additional sizes or a reduction in price for multiples,"Reviewed in the United States on December 30, 2019"
454,5,no_title,Product works very well for someone having a problem swallowing.,"Reviewed in the United States on July 24, 2019"
455,5,no_title,The price is great.,"Reviewed in the United States on August 22, 2021"
456,1,no_title,Definitely made it thicker but a horrible aftertaste!,"Reviewed in the United States on April 2, 2021"
457,3,no_title,I am canceling dis subscription on food tikener at this time don't need anymore right now thanks.,"Reviewed in the United States on March 17, 2021"
458,5,no_title,This product worked great for my needs - It is what I expected,"Reviewed in the United States on December 11, 2020"
459,5,no_title,Perfect for digestive needs,"Reviewed in the United States on October 23, 2019"
460,5,no_title,I have a 3 year old that has to have his liquids thickened and Thick-It works great.,"Reviewed in the United States on December 14, 2019"
461,5,no_title,This product will help me to stop coughing. Very easy to use.,"Reviewed in the United States on May 26, 2021"
462,5,no_title,Like,"Reviewed in the United States on December 17, 2020"
463,5,no_title,Perfectly suited my need,"Reviewed in the United States on February 27, 2021"
464,5,no_title,Worked very well for the purpose of thickening my toddlers liquid drinks! Tasteless and just as expected from Dr. We continue to purchase every month!,"Reviewed in the United States on December 23, 2019"
465,2,no_title,Difficult to dissolve in fluid and sticks to side of glass,"Reviewed in the United States on October 12, 2019"
466,5,no_title,All good,"Reviewed in the United States on April 26, 2021"
467,5,no_title,Exactly what I expected.,"Reviewed in the United States on June 25, 2021"
468,5,no_title,We get this for FIl who is in assisted living.,"Reviewed in the United States on September 18, 2021"
469,5,no_title,It does what it's made to do. It's a lot for the price which is great.,"Reviewed in the United States on June 26, 2019"
470,5,no_title,Value for money,"Reviewed in the United States on August 2, 2021"
471,2,no_title,Took an abnormally large quantity to thickenRegular liquids. Not worth the price.Not,"Reviewed in the United States on January 25, 2021"
472,5,no_title,To help prevent aspiration.,"Reviewed in the United States on February 19, 2020"
473,5,no_title,It does what it says it'll do.,"Reviewed in the United States on July 19, 2021"
474,4,no_title,"I enjoyed using this product,  it was clear and flavorless but a bit messy in the use of it.","Reviewed in the United States on April 13, 2021"
475,5,no_title,I use this product for my mom who has Parkinsons and has trouble swallowing it's literally a lifesaver,"Reviewed in the United States on April 25, 2021"
476,5,no_title,My daughter has dysphasia and need all her liquids thicken. I very much appreciate the ease in which this product quickly dissolves,"Reviewed in the United States on December 24, 2019"
477,5,no_title,"When I use this product, my little dog can drink without choking.  Glad I found this!","Reviewed in the United States on July 15, 2021"
478,4,no_title,Viene muy mermado y siento que no engruésalo bien,"Reviewed in the United States on December 4, 2020"
479,5,no_title,Muy buen producto,"Reviewed in the United States on December 5, 2019"
480,5,no_title,They look a lot but they come haf of the pack,"Reviewed in the United States on July 12, 2021"
481,5,no_title,Everything about this product was acceptable.,"Reviewed in the United States on June 2, 2021"
482,3,no_title,"Didn't mix well, very chalky.","Reviewed in the United States on April 11, 2021"
483,5,no_title,My husband has trouble swallowing liquids and tends to choke. His Dr. Recommended this product to help. It works well!,"Reviewed in the United States on May 13, 2019"
484,5,no_title,A fine product that works well. My mother has used it for 2 1/2 years.,"Reviewed in the United States on November 3, 2017"
485,5,no_title,"My dad coughs on liquids, and this works great to avoid the coughing.","Reviewed in the United States on September 5, 2021"
486,5,no_title,"Easy to use, no additional flavor used to help with puree and mechanical soft diet for my mom.","Reviewed in the United States on January 29, 2020"
487,5,no_title,Es lo recomendado por el médico,"Reviewed in the United States on May 20, 2021"
488,3,no_title,The powder is clumpy.  I prefer the liquid much better.,"Reviewed in the United States on April 24, 2021"
489,5,no_title,Easy to use.,"Reviewed in the United States on June 20, 2021"
490,5,no_title,We used ThickIt for my father who was bedridden and could no longer swallow liquids without choking.  Product worked well.,"Reviewed in the United States on July 15, 2019"
491,5,no_title,Daughter can’t even taste it I’m her drinks!!! Works great.,"Reviewed in the United States on November 14, 2019"
492,5,no_title,Works great to thicken my dog’s water for tracheal collapse. I just add a little unsalted chicken broth for flavor since she won’t drink the thickened water plan.,"Reviewed in the United States on March 2, 2021"
493,5,no_title,Sick after in-law needs to survive and it works,"Reviewed in the United States on April 13, 2021"
494,5,no_title,good,"Reviewed in the United States on February 2, 2020"
495,4,no_title,Good product and works well,"Reviewed in the United States on August 22, 2020"
496,5,no_title,Great product and works great for what I need it for!,"Reviewed in the United States on April 5, 2021"
497,5,no_title,Used the product for my father and it worked! He is no longer choking while drinking liquid.,"Reviewed in the United States on July 19, 2021"
498,5,no_title,"Thickit stirs in easily, has no flavor, and helps me drink without coughing.","Reviewed in the United States on November 12, 2019"
499,5,no_title,It works well thickening beverages.,"Reviewed in the United States on April 13, 2021"
500,5,no_title,Great job thickened liquid. It is the same thing used for hospital patients.,"Reviewed in the United States on June 15, 2021"
501,4,no_title,"Well, if you need a long-term lifetime supply, this is it.","Reviewed in the United States on January 5, 2020"
502,3,no_title,"I cant complete this because, almost to the day it was received, my wife passed away and we were never able to use it. We are donating the unopened product to charity. Thank you.","Reviewed in the United States on August 7, 2020"
503,5,no_title,It Is what it says Its Is...,"Reviewed in the United States on September 3, 2021"
504,5,no_title,Item arrived damaged but the item is marked as unable to return.,"Reviewed in the United States on November 24, 2019"
505,5,no_title,My dad needs this but we wish it has flavor,"Reviewed in the United States on September 22, 2021"
506,5,no_title,"Really helped my wife, who was having swallowing issues.","Reviewed in the United States on June 13, 2021"
507,5,no_title,"Does what it's supposed too. However, my son does not like the ""taste"" of it when there is supposed to be no flavor. Bigger container than I thought.","Reviewed in the United States on April 4, 2020"
508,3,no_title,Bought this for my 90 year old parents.  My mother stated it took a long time to dissolve and discolors/clouds liquids.,"Reviewed in the United States on October 16, 2019"
509,5,no_title,I highly recommend this product for anyone who has difficulty in swallowing thin liquids.,"Reviewed in the United States on June 1, 2021"
510,5,no_title,I ordered Thick It for a guest who was afraid they would run out while staying with me.  The Thick It arrived on time to save the day!,"Reviewed in the United States on September 18, 2021"
511,5,no_title,"nothing,it works","Reviewed in the United States on February 4, 2021"
512,5,no_title,The food thickener was used for craft projects it works perfectly.,"Reviewed in the United States on January 24, 2021"
513,3,no_title,Powder is graney. No flavor and found competition pump liquid better to use,"Reviewed in the United States on February 5, 2020"
514,5,no_title,My husband actually likes it! Great product for person with dysphagia.,"Reviewed in the United States on April 3, 2018"
515,5,no_title,"Needed this for my meals and snacks,During my chemo treatments","Reviewed in the United States on March 23, 2021"
516,5,no_title,Got this for a “wood burning” project. Did what it was supposed to.,"Reviewed in the United States on January 7, 2021"
517,5,no_title,"Good product for the money, and larger size lasts a lot longer.","Reviewed in the United States on August 18, 2021"
518,5,no_title,"Great product, mixes easily with no taste","Reviewed in the United States on May 17, 2021"
519,4,no_title,"thickens liquids fine, but can't really get to pudding thickness","Reviewed in the United States on October 12, 2020"
520,5,no_title,"Solid container, adequate dipping spoon & sufficient material to last a few weeks.","Reviewed in the United States on July 26, 2020"
521,5,no_title,Perfect for our needs. Does take awhile to thicken.,"Reviewed in the United States on November 22, 2020"
522,5,no_title,Product necessary for swallowing.  Consequently use 3 big canisters a month.  Becomes very expensive.  But I love it.  Works well.  Wish it would go further.  4 tablespoons per 8 ounces of fluid.,"Reviewed in the United States on April 22, 2021"
523,5,no_title,I purchased this item for crafting and it worked just as it was supposed to. I’m sure it’ll work great in food too😊,"Reviewed in the United States on December 13, 2020"
524,5,no_title,I love these pills. If I go a day or two without taking them my foot pain gets much worse.,"Reviewed in the United States on November 20, 2020"
525,5,no_title,Helps my son who has dysphagia to swallow easier,"Reviewed in the United States on July 20, 2021"
526,1,no_title,This will not thicken your drink. It will only make it powdery! Don’t buy!,"Reviewed in the United States on March 31, 2021"
527,5,no_title,Granddaughter needing/using it since birth- excellent product,"Reviewed in the United States on June 9, 2021"
528,5,no_title,"Dissolves well, high quality product. Recommend!","Reviewed in the United States on April 19, 2021"
529,4,no_title,"My husband needs all his liquids thickened due to medical reasons. The powder is a little gritty compared to a gel thickener, but it gets the job done and you can beat the price.","Reviewed in the United States on November 23, 2020"
530,5,no_title,Works great to assist in swallowing thin liquids.,"Reviewed in the United States on June 9, 2021"
531,5,no_title,I have nothing to complain about. The product came in great condition. There was no scratches on the product. The thickener taste just like the ones we buy in the stores and it is CHEAPER. Thank you and keep on doing a great job!,"Reviewed in the United States on November 5, 2020"
532,5,no_title,got for my friend who is having difficulty swallowing due to alzheimer's and it has helped immensely.,"Reviewed in the United States on August 15, 2019"
533,5,no_title,"I don’t like water or those gross non thick drinks. I like my drinks thick, like I like my men","Reviewed in the United States on July 27, 2021"
534,5,no_title,This thickening mixture is a great value & it does the job of helping me swallow after surgery. I highly recommend this product,"Reviewed in the United States on July 18, 2021"
535,2,no_title,"If yo are looking for clear thickener, this is not it. Not clear at all. Looks like a cornstarch slurry. I am going back to the other one I use that comes out really clear.","Reviewed in the United States on January 29, 2021"
536,5,no_title,"We order this monthly for my daughter great value for the price works well to thicken her drinks, there's no taste to it.","Reviewed in the United States on March 3, 2021"
537,5,no_title,My son is on a puréed diet and I use this to thicken his food to a pudding consistency.,"Reviewed in the United States on August 9, 2021"
538,5,no_title,I have an old small rat terrier who has an esophagus issue and couldn't drink water without choking I finally figured out the correct ratio of sick it to water and now he can drink and it doesn't even cough once,"Reviewed in the United States on December 6, 2020"
539,4,no_title,Does what its suppose to but u have to use so much of it to get your desired thicknees so product doesn't last very long so not great value for price. Im gonna try the blue labeled jug its suppose to require less product to achieve same thickness.,"Reviewed in the United States on December 8, 2020"
540,5,no_title,The best to tickens  the liquids if a person that cannot swallow..,"Reviewed in the United States on March 18, 2021"
541,1,no_title,Not able to thicken drinks properly. Bad taste as well.,"Reviewed in the United States on August 9, 2021"
542,2,no_title,"Have to use to much product to thicken and takes to long to thicken, thickens quick in orange juice but not in milk and water.Wont purchase  again another product works better for us.","Reviewed in the United States on March 2, 2021"
543,5,no_title,I needed to thicken the liquids for my husband who has trouble swallowing.  It works great.,"Reviewed in the United States on December 25, 2020"
544,4,no_title,Worked well and tasteless and made my Dad stop coughing after drinking. Only thing is you can’t add to liquid really cold when mixed it doesn’t dissolve as well but I think that was in directions.,"Reviewed in the United States on June 28, 2019"
545,5,no_title,Used this when my son was an infant due to throwing up. He now uses it to not get choked. No taste & no color. Great for people who need it!!,"Reviewed in the United States on December 27, 2020"
546,5,no_title,"My friend has Lou Gehrig's ,  before water strangled her. We use it for her coffee,  soups ,etc .  And it has no flavor.","Reviewed in the United States on March 3, 2021"
547,5,no_title,I tried to make chocolate pudding from a mix with coconut milk but it wouldn't congeal. I tried cornstarch and other products but they didn't work very well. I just used Thick-It and it worked great. Hurray!,"Reviewed in the United States on April 4, 2021"
548,5,no_title,I have to put this in my husbands pureed food and in his water because of his swallowing problem.  It keeps the thin drinks and food from going down into his lungs.,"Reviewed in the United States on February 24, 2021"
549,5,no_title,I didn't buy it for its' original purpose.  I needed it for a craft project.  But it worked well for what I needed it for.,"Reviewed in the United States on May 19, 2021"
550,2,no_title,This is a great value compared to other similar products. Easy to mix and use but does not stay mixed for very long.,"Reviewed in the United States on July 31, 2021"
551,3,no_title,Very likely to glob up in bottom of glass. Clarity fair. Some taste perceived in R/O clean water. Much better options out there. Will not buy again.,"Reviewed in the United States on October 27, 2020"
552,5,no_title,"This is just what the doctor ordered. I need to thicken liquids for my elderly mother before she can drink them so she doesn't choke on it. She doesn't seem to notice any flavor difference, even when added to water. Great product.","Reviewed in the United States on March 7, 2020"
553,5,no_title,"This product is for my Mom, who has difficulty swallowing because of a Stroke. It's very effective as a thickener and doesn't alter the taste of the food/beverages.","Reviewed in the United States on September 8, 2020"
554,5,no_title,Excellent product for thickening beverages. I bought it for my father who had trouble with thin liquids. He stated it did not change the taste of his beverages.,"Reviewed in the United States on January 22, 2021"
555,5,no_title,"The more expensive gel thickeners do not keep thickening the liquids when sitting at bedside for extended periods of time... the powders generally do so I try to use powder for things that are drank or eaten immediately.  This does not and for the price it is fantastic.  No flavor, just thickens to a consistency needed.  Perfectly suited for hot and cold items.  GREAT find!  Thank you!","Reviewed in the United States on January 1, 2021"
556,5,no_title,After my 42 year old husband suffered a stroke this was recommended by his doctors before being released.  He was having issues with swallowing regular liquids and they were nervous it would cause further issues. It worked wonders he is now moved off of it.  It is flavorless so we were able to add it to other liquids and drinks and he did not notice any change in flavor.  We had better luck shaking it up in a blender bottle or using our blender than just using a spoon.  He stated it made certain liquids seem like a slush.  He did not like it in milk but enjoyed juices better. It did the work and Amazon was able to have it to our house quickly when other stores would have to order it in.  I hope to never have to buy it again but if the need does arise I would buy again right away.,"Reviewed in the United States on December 18, 2020"
